Subject,Story,Level,Context,Prediction,T_val
117,movie,5,Non-Social,130.0,100.0
118,movie,1,Non-Social,190.0,30.0
118,movie,2,Non-Social,190.0,45.0
118,movie,3,Non-Social,190.0,60.0
118,movie,4,Non-Social,190.0,85.0
118,movie,5,Non-Social,190.0,100.0
119,movie,1,Non-Social,90.0,30.0
119,movie,2,Non-Social,90.0,45.0
119,movie,3,Non-Social,90.0,60.0
119,movie,4,Non-Social,120.0,85.0
119,movie,5,Non-Social,120.0,100.0
120,movie,1,Non-Social,90.0,30.0
120,movie,2,Non-Social,90.0,45.0
120,movie,3,Non-Social,90.0,60.0
120,movie,4,Non-Social,90.0,85.0
120,movie,5,Non-Social,120.0,100.0
121,movie,1,Non-Social,30.0,30.0
121,movie,2,Non-Social,45.0,45.0
121,movie,3,Non-Social,60.0,60.0
121,movie,4,Non-Social,85.0,85.0
121,movie,5,Non-Social,100.0,100.0
122,movie,1,Non-Social,30.0,30.0
122,movie,2,Non-Social,50.0,45.0
122,movie,3,Non-Social,70.0,60.0
122,movie,4,Non-Social,90.0,85.0
122,movie,5,Non-Social,110.0,100.0
123,movie,1,Non-Social,120.0,30.0
123,movie,2,Non-Social,120.0,45.0
123,movie,3,Non-Social,120.0,60.0
123,movie,4,Non-Social,120.0,85.0
123,movie,5,Non-Social,150.0,100.0
124,movie,1,Non-Social,139.0,30.0
124,movie,2,Non-Social,136.0,45.0
124,movie,3,Non-Social,158.0,60.0
124,movie,4,Non-Social,126.0,85.0
124,movie,5,Non-Social,168.0,100.0
125,movie,1,Non-Social,100.0,30.0
125,movie,2,Non-Social,100.0,45.0
125,movie,3,Non-Social,100.0,60.0
125,movie,4,Non-Social,100.0,85.0
125,movie,5,Non-Social,120.0,100.0
126,movie,1,Non-Social,90.0,30.0
126,movie,2,Non-Social,105.0,45.0
126,movie,3,Non-Social,90.0,60.0
126,movie,4,Non-Social,120.0,85.0
126,movie,5,Non-Social,130.0,100.0
127,movie,1,Non-Social,90.0,30.0
127,movie,2,Non-Social,90.0,45.0
127,movie,3,Non-Social,120.0,60.0
127,movie,4,Non-Social,180.0,85.0
127,movie,5,Non-Social,150.0,100.0
128,movie,1,Non-Social,120.0,30.0
128,movie,2,Non-Social,120.0,45.0
128,movie,3,Non-Social,90.0,60.0
128,movie,4,Non-Social,180.0,85.0
128,movie,5,Non-Social,240.0,100.0
129,movie,1,Non-Social,60.0,30.0
129,movie,2,Non-Social,60.0,45.0
129,movie,3,Non-Social,60.0,60.0
129,movie,4,Non-Social,120.0,85.0
129,movie,5,Non-Social,120.0,100.0
130,movie,1,Non-Social,90.0,30.0
130,movie,2,Non-Social,90.0,45.0
130,movie,3,Non-Social,60.0,60.0
130,movie,4,Non-Social,93.0,85.0
130,movie,5,Non-Social,100.0,100.0
131,movie,1,Non-Social,90.0,30.0
131,movie,2,Non-Social,60.0,45.0
131,movie,3,Non-Social,120.0,60.0
131,movie,4,Non-Social,150.0,85.0
131,movie,5,Non-Social,120.0,100.0
132,movie,1,Non-Social,89.0,30.0
132,movie,2,Non-Social,96.0,45.0
132,movie,3,Non-Social,120.0,60.0
132,movie,4,Non-Social,127.0,85.0
132,movie,5,Non-Social,142.0,100.0
133,movie,1,Non-Social,160.0,30.0
133,movie,2,Non-Social,160.0,45.0
133,movie,3,Non-Social,160.0,60.0
133,movie,4,Non-Social,160.0,85.0
133,movie,5,Non-Social,160.0,100.0
134,movie,1,Non-Social,100.0,30.0
134,movie,2,Non-Social,100.0,45.0
134,movie,3,Non-Social,120.0,60.0
134,movie,4,Non-Social,120.0,85.0
134,movie,5,Non-Social,130.0,100.0
135,movie,1,Non-Social,120.0,30.0
135,movie,2,Non-Social,120.0,45.0
135,movie,3,Non-Social,120.0,60.0
135,movie,4,Non-Social,120.0,85.0
135,movie,5,Non-Social,120.0,100.0
136,movie,1,Non-Social,95.0,30.0
136,movie,2,Non-Social,95.0,45.0
136,movie,3,Non-Social,95.0,60.0
136,movie,4,Non-Social,95.0,85.0
136,movie,5,Non-Social,125.0,100.0
137,movie,1,Non-Social,85.0,30.0
137,movie,2,Non-Social,50.0,45.0
137,movie,3,Non-Social,60.0,60.0
137,movie,4,Non-Social,85.0,85.0
137,movie,5,Non-Social,100.0,100.0
138,movie,1,Non-Social,90.0,30.0
138,movie,2,Non-Social,90.0,45.0
138,movie,3,Non-Social,90.0,60.0
138,movie,4,Non-Social,120.0,85.0
138,movie,5,Non-Social,120.0,100.0
139,movie,1,Non-Social,125.0,30.0
139,movie,2,Non-Social,125.0,45.0
139,movie,3,Non-Social,125.0,60.0
139,movie,4,Non-Social,125.0,85.0
139,movie,5,Non-Social,125.0,100.0
140,movie,1,Non-Social,100.0,30.0
140,movie,2,Non-Social,120.0,45.0
140,movie,3,Non-Social,120.0,60.0
140,movie,4,Non-Social,125.0,85.0
140,movie,5,Non-Social,125.0,100.0
141,movie,1,Non-Social,90.0,30.0
141,movie,2,Non-Social,90.0,45.0
141,movie,3,Non-Social,90.0,60.0
141,movie,4,Non-Social,110.0,85.0
141,movie,5,Non-Social,130.0,100.0
142,movie,1,Non-Social,180.0,30.0
142,movie,2,Non-Social,140.0,45.0
142,movie,3,Non-Social,130.0,60.0
142,movie,4,Non-Social,150.0,85.0
142,movie,5,Non-Social,120.0,100.0
143,movie,1,Non-Social,110.0,30.0
143,movie,2,Non-Social,100.0,45.0
143,movie,3,Non-Social,120.0,60.0
143,movie,4,Non-Social,95.0,85.0
143,movie,5,Non-Social,140.0,100.0
144,movie,1,Non-Social,130.0,30.0
144,movie,2,Non-Social,130.0,45.0
144,movie,3,Non-Social,120.0,60.0
144,movie,4,Non-Social,120.0,85.0
144,movie,5,Non-Social,130.0,100.0
145,movie,1,Non-Social,120.0,30.0
145,movie,2,Non-Social,95.0,45.0
145,movie,3,Non-Social,123.0,60.0
145,movie,4,Non-Social,90.0,85.0
145,movie,5,Non-Social,120.0,100.0
146,movie,1,Non-Social,75.0,30.0
146,movie,2,Non-Social,85.0,45.0
146,movie,3,Non-Social,95.0,60.0
146,movie,4,Non-Social,120.0,85.0
146,movie,5,Non-Social,140.0,100.0
147,movie,1,Non-Social,130.0,30.0
147,movie,2,Non-Social,130.0,45.0
147,movie,3,Non-Social,130.0,60.0
147,movie,4,Non-Social,130.0,85.0
147,movie,5,Non-Social,130.0,100.0
148,movie,1,Non-Social,90.0,30.0
148,movie,2,Non-Social,90.0,45.0
148,movie,3,Non-Social,90.0,60.0
148,movie,4,Non-Social,100.0,85.0
148,movie,5,Non-Social,120.0,100.0
149,movie,1,Non-Social,80.0,30.0
149,movie,2,Non-Social,90.0,45.0
149,movie,3,Non-Social,90.0,60.0
149,movie,4,Non-Social,95.0,85.0
149,movie,5,Non-Social,120.0,100.0
1,podcast,1,Non-Social,15.0,15.0
1,podcast,2,Non-Social,33.0,30.0
1,podcast,3,Non-Social,55.0,55.0
1,podcast,4,Non-Social,77.0,75.0
1,podcast,5,Non-Social,110.0,105.0
2,podcast,1,Non-Social,60.0,15.0
2,podcast,2,Non-Social,60.0,30.0
2,podcast,3,Non-Social,60.0,55.0
2,podcast,4,Non-Social,90.0,75.0
2,podcast,5,Non-Social,120.0,105.0
3,podcast,1,Non-Social,20.0,15.0
3,podcast,2,Non-Social,40.0,30.0
3,podcast,3,Non-Social,60.0,55.0
3,podcast,4,Non-Social,90.0,75.0
3,podcast,5,Non-Social,120.0,105.0
4,podcast,1,Non-Social,40.0,15.0
4,podcast,2,Non-Social,40.0,30.0
4,podcast,3,Non-Social,55.0,55.0
4,podcast,4,Non-Social,80.0,75.0
4,podcast,5,Non-Social,120.0,105.0
5,podcast,1,Non-Social,15.0,15.0
5,podcast,2,Non-Social,30.0,30.0
5,podcast,3,Non-Social,120.0,55.0
5,podcast,4,Non-Social,150.0,75.0
5,podcast,5,Non-Social,200.0,105.0
6,podcast,1,Non-Social,100.0,15.0
6,podcast,2,Non-Social,100.0,30.0
6,podcast,3,Non-Social,120.0,55.0
6,podcast,4,Non-Social,120.0,75.0
6,podcast,5,Non-Social,120.0,105.0
7,podcast,1,Non-Social,15.0,15.0
7,podcast,2,Non-Social,45.0,30.0
7,podcast,3,Non-Social,80.0,55.0
7,podcast,4,Non-Social,90.0,75.0
7,podcast,5,Non-Social,120.0,105.0
8,podcast,1,Non-Social,15.0,15.0
8,podcast,2,Non-Social,75.0,30.0
8,podcast,3,Non-Social,56.0,55.0
8,podcast,4,Non-Social,75.0,75.0
8,podcast,5,Non-Social,132.0,105.0
9,podcast,1,Non-Social,20.0,15.0
9,podcast,2,Non-Social,40.0,30.0
9,podcast,3,Non-Social,60.0,55.0
9,podcast,4,Non-Social,80.0,75.0
9,podcast,5,Non-Social,110.0,105.0
10,podcast,1,Non-Social,30.0,15.0
10,podcast,2,Non-Social,35.0,30.0
10,podcast,3,Non-Social,75.0,55.0
10,podcast,4,Non-Social,90.0,75.0
10,podcast,5,Non-Social,120.0,105.0
11,podcast,1,Non-Social,30.0,15.0
11,podcast,2,Non-Social,45.0,30.0
11,podcast,3,Non-Social,60.0,55.0
11,podcast,4,Non-Social,90.0,75.0
11,podcast,5,Non-Social,120.0,105.0
12,podcast,1,Non-Social,60.0,15.0
12,podcast,2,Non-Social,110.0,30.0
12,podcast,3,Non-Social,120.0,55.0
12,podcast,4,Non-Social,100.0,75.0
12,podcast,5,Non-Social,115.0,105.0
13,podcast,1,Non-Social,15.0,15.0
13,podcast,2,Non-Social,30.0,30.0
13,podcast,3,Non-Social,60.0,55.0
13,podcast,4,Non-Social,120.0,75.0
13,podcast,5,Non-Social,120.0,105.0
14,podcast,1,Non-Social,25.0,15.0
14,podcast,2,Non-Social,45.0,30.0
14,podcast,3,Non-Social,70.0,55.0
14,podcast,4,Non-Social,85.0,75.0
14,podcast,5,Non-Social,130.0,105.0
15,podcast,1,Non-Social,90.0,15.0
15,podcast,2,Non-Social,90.0,30.0
15,podcast,3,Non-Social,90.0,55.0
15,podcast,4,Non-Social,120.0,75.0
15,podcast,5,Non-Social,150.0,105.0
16,podcast,1,Non-Social,40.0,15.0
16,podcast,2,Non-Social,40.0,30.0
16,podcast,3,Non-Social,60.0,55.0
16,podcast,4,Non-Social,90.0,75.0
16,podcast,5,Non-Social,110.0,105.0
17,podcast,1,Non-Social,60.0,15.0
17,podcast,2,Non-Social,60.0,30.0
17,podcast,3,Non-Social,60.0,55.0
17,podcast,4,Non-Social,80.0,75.0
17,podcast,5,Non-Social,120.0,105.0
18,podcast,1,Non-Social,70.0,15.0
18,podcast,2,Non-Social,80.0,30.0
18,podcast,3,Non-Social,80.0,55.0
18,podcast,4,Non-Social,80.0,75.0
18,podcast,5,Non-Social,110.0,105.0
19,podcast,1,Non-Social,90.0,15.0
19,podcast,2,Non-Social,90.0,30.0
19,podcast,3,Non-Social,90.0,55.0
19,podcast,4,Non-Social,90.0,75.0
19,podcast,5,Non-Social,120.0,105.0
20,podcast,1,Non-Social,60.0,15.0
20,podcast,2,Non-Social,60.0,30.0
20,podcast,3,Non-Social,55.0,55.0
20,podcast,4,Non-Social,180.0,75.0
20,podcast,5,Non-Social,120.0,105.0
21,podcast,1,Non-Social,20.0,15.0
21,podcast,2,Non-Social,30.0,30.0
21,podcast,3,Non-Social,60.0,55.0
21,podcast,4,Non-Social,90.0,75.0
21,podcast,5,Non-Social,120.0,105.0
22,podcast,1,Non-Social,25.0,15.0
22,podcast,2,Non-Social,50.0,30.0
22,podcast,3,Non-Social,70.0,55.0
22,podcast,4,Non-Social,90.0,75.0
22,podcast,5,Non-Social,130.0,105.0
23,podcast,1,Non-Social,45.0,15.0
23,podcast,2,Non-Social,45.0,30.0
23,podcast,3,Non-Social,65.0,55.0
23,podcast,4,Non-Social,90.0,75.0
23,podcast,5,Non-Social,120.0,105.0
24,podcast,1,Non-Social,40.0,15.0
24,podcast,2,Non-Social,40.0,30.0
24,podcast,3,Non-Social,66.0,55.0
24,podcast,4,Non-Social,88.0,75.0
24,podcast,5,Non-Social,110.0,105.0
25,podcast,1,Non-Social,45.0,15.0
25,podcast,2,Non-Social,45.0,30.0
25,podcast,3,Non-Social,60.0,55.0
25,podcast,4,Non-Social,90.0,75.0
25,podcast,5,Non-Social,120.0,105.0
26,podcast,1,Non-Social,30.0,15.0
26,podcast,2,Non-Social,30.0,30.0
26,podcast,3,Non-Social,60.0,55.0
26,podcast,4,Non-Social,90.0,75.0
26,podcast,5,Non-Social,120.0,105.0
27,podcast,1,Non-Social,30.0,15.0
27,podcast,2,Non-Social,60.0,30.0
27,podcast,3,Non-Social,55.0,55.0
27,podcast,4,Non-Social,75.0,75.0
27,podcast,5,Non-Social,105.0,105.0
28,podcast,1,Non-Social,20.0,15.0
28,podcast,2,Non-Social,40.0,30.0
28,podcast,3,Non-Social,80.0,55.0
28,podcast,4,Non-Social,90.0,75.0
28,podcast,5,Non-Social,120.0,105.0
29,podcast,1,Non-Social,16.0,15.0
29,podcast,2,Non-Social,32.0,30.0
29,podcast,3,Non-Social,56.0,55.0
29,podcast,4,Non-Social,78.0,75.0
29,podcast,5,Non-Social,110.0,105.0
30,podcast,1,Non-Social,80.0,15.0
30,podcast,2,Non-Social,80.0,30.0
30,podcast,3,Non-Social,80.0,55.0
30,podcast,4,Non-Social,80.0,75.0
30,podcast,5,Non-Social,120.0,105.0
31,podcast,1,Non-Social,50.0,15.0
31,podcast,2,Non-Social,50.0,30.0
31,podcast,3,Non-Social,70.0,55.0
31,podcast,4,Non-Social,90.0,75.0
31,podcast,5,Non-Social,120.0,105.0
32,podcast,1,Non-Social,25.0,15.0
32,podcast,2,Non-Social,40.0,30.0
32,podcast,3,Non-Social,60.0,55.0
32,podcast,4,Non-Social,90.0,75.0
32,podcast,5,Non-Social,120.0,105.0
33,podcast,1,Non-Social,40.0,15.0
33,podcast,2,Non-Social,60.0,30.0
33,podcast,3,Non-Social,120.0,55.0
33,podcast,4,Non-Social,150.0,75.0
33,podcast,5,Non-Social,210.0,105.0
34,podcast,1,Non-Social,35.0,15.0
34,podcast,2,Non-Social,35.0,30.0
34,podcast,3,Non-Social,65.0,55.0
34,podcast,4,Non-Social,80.0,75.0
34,podcast,5,Non-Social,120.0,105.0
35,podcast,1,Non-Social,30.0,15.0
35,podcast,2,Non-Social,60.0,30.0
35,podcast,3,Non-Social,70.0,55.0
35,podcast,4,Non-Social,90.0,75.0
35,podcast,5,Non-Social,120.0,105.0
36,podcast,1,Non-Social,60.0,15.0
36,podcast,2,Non-Social,60.0,30.0
36,podcast,3,Non-Social,60.0,55.0
36,podcast,4,Non-Social,90.0,75.0
36,podcast,5,Non-Social,120.0,105.0
37,podcast,1,Non-Social,45.0,15.0
37,podcast,2,Non-Social,45.0,30.0
37,podcast,3,Non-Social,150.0,55.0
37,podcast,4,Non-Social,105.0,75.0
37,podcast,5,Non-Social,150.0,105.0
38,podcast,1,Non-Social,60.0,15.0
38,podcast,2,Non-Social,60.0,30.0
38,podcast,3,Non-Social,90.0,55.0
38,podcast,4,Non-Social,90.0,75.0
38,podcast,5,Non-Social,130.0,105.0
39,podcast,1,Non-Social,30.0,15.0
39,podcast,2,Non-Social,45.0,30.0
39,podcast,3,Non-Social,70.0,55.0
39,podcast,4,Non-Social,85.0,75.0
39,podcast,5,Non-Social,120.0,105.0
40,podcast,1,Non-Social,45.0,15.0
40,podcast,2,Non-Social,45.0,30.0
40,podcast,3,Non-Social,70.0,55.0
40,podcast,4,Non-Social,90.0,75.0
40,podcast,5,Non-Social,120.0,105.0
41,podcast,1,Non-Social,30.0,15.0
41,podcast,2,Non-Social,45.0,30.0
41,podcast,3,Non-Social,60.0,55.0
41,podcast,4,Non-Social,90.0,75.0
41,podcast,5,Non-Social,125.0,105.0
42,podcast,1,Non-Social,25.0,15.0
42,podcast,2,Non-Social,45.0,30.0
42,podcast,3,Non-Social,80.0,55.0
42,podcast,4,Non-Social,80.0,75.0
42,podcast,5,Non-Social,125.0,105.0
43,podcast,1,Non-Social,240.0,15.0
43,podcast,2,Non-Social,240.0,30.0
43,podcast,3,Non-Social,240.0,55.0
43,podcast,4,Non-Social,240.0,75.0
43,podcast,5,Non-Social,240.0,105.0
44,podcast,1,Non-Social,30.0,15.0
44,podcast,2,Non-Social,60.0,30.0
44,podcast,3,Non-Social,60.0,55.0
44,podcast,4,Non-Social,90.0,75.0
44,podcast,5,Non-Social,110.0,105.0
45,podcast,1,Non-Social,25.0,15.0
45,podcast,2,Non-Social,45.0,30.0
45,podcast,3,Non-Social,60.0,55.0
45,podcast,4,Non-Social,120.0,75.0
45,podcast,5,Non-Social,120.0,105.0
46,podcast,1,Non-Social,90.0,15.0
46,podcast,2,Non-Social,60.0,30.0
46,podcast,3,Non-Social,60.0,55.0
46,podcast,4,Non-Social,90.0,75.0
46,podcast,5,Non-Social,120.0,105.0
47,podcast,1,Non-Social,60.0,15.0
47,podcast,2,Non-Social,60.0,30.0
47,podcast,3,Non-Social,90.0,55.0
47,podcast,4,Non-Social,120.0,75.0
47,podcast,5,Non-Social,120.0,105.0
48,podcast,1,Non-Social,30.0,15.0
48,podcast,2,Non-Social,50.0,30.0
48,podcast,3,Non-Social,60.0,55.0
48,podcast,4,Non-Social,90.0,75.0
48,podcast,5,Non-Social,120.0,105.0
49,podcast,1,Non-Social,45.0,15.0
49,podcast,2,Non-Social,45.0,30.0
49,podcast,3,Non-Social,58.0,55.0
49,podcast,4,Non-Social,90.0,75.0
49,podcast,5,Non-Social,120.0,105.0
50,podcast,1,Non-Social,15.0,15.0
50,podcast,2,Non-Social,55.0,30.0
50,podcast,3,Non-Social,70.0,55.0
50,podcast,4,Non-Social,90.0,75.0
50,podcast,5,Non-Social,123.0,105.0
51,podcast,1,Non-Social,60.0,15.0
51,podcast,2,Non-Social,60.0,30.0
51,podcast,3,Non-Social,60.0,55.0
51,podcast,4,Non-Social,90.0,75.0
51,podcast,5,Non-Social,120.0,105.0
52,podcast,1,Non-Social,35.0,15.0
52,podcast,2,Non-Social,35.0,30.0
52,podcast,3,Non-Social,80.0,55.0
52,podcast,4,Non-Social,80.0,75.0
52,podcast,5,Non-Social,120.0,105.0
53,podcast,1,Non-Social,16.0,15.0
53,podcast,2,Non-Social,30.0,30.0
53,podcast,3,Non-Social,58.0,55.0
53,podcast,4,Non-Social,76.0,75.0
53,podcast,5,Non-Social,107.0,105.0
54,podcast,1,Non-Social,20.0,15.0
54,podcast,2,Non-Social,45.0,30.0
54,podcast,3,Non-Social,60.0,55.0
54,podcast,4,Non-Social,80.0,75.0
54,podcast,5,Non-Social,120.0,105.0
55,podcast,1,Non-Social,15.0,15.0
55,podcast,2,Non-Social,30.0,30.0
55,podcast,3,Non-Social,55.0,55.0
55,podcast,4,Non-Social,75.0,75.0
55,podcast,5,Non-Social,105.0,105.0
56,podcast,1,Non-Social,35.0,15.0
56,podcast,2,Non-Social,40.0,30.0
56,podcast,3,Non-Social,60.0,55.0
56,podcast,4,Non-Social,90.0,75.0
56,podcast,5,Non-Social,120.0,105.0
57,podcast,1,Non-Social,45.0,15.0
57,podcast,2,Non-Social,45.0,30.0
57,podcast,3,Non-Social,60.0,55.0
57,podcast,4,Non-Social,75.0,75.0
57,podcast,5,Non-Social,110.0,105.0
58,podcast,1,Non-Social,60.0,15.0
58,podcast,2,Non-Social,60.0,30.0
58,podcast,3,Non-Social,60.0,55.0
58,podcast,4,Non-Social,90.0,75.0
58,podcast,5,Non-Social,120.0,105.0
59,podcast,1,Non-Social,60.0,15.0
59,podcast,2,Non-Social,60.0,30.0
59,podcast,3,Non-Social,90.0,55.0
59,podcast,4,Non-Social,90.0,75.0
59,podcast,5,Non-Social,120.0,105.0
60,podcast,1,Non-Social,15.0,15.0
60,podcast,2,Non-Social,30.0,30.0
60,podcast,3,Non-Social,55.0,55.0
60,podcast,4,Non-Social,75.0,75.0
60,podcast,5,Non-Social,105.0,105.0
61,podcast,1,Non-Social,45.0,15.0
61,podcast,2,Non-Social,45.0,30.0
61,podcast,3,Non-Social,90.0,55.0
61,podcast,4,Non-Social,90.0,75.0
61,podcast,5,Non-Social,180.0,105.0
62,podcast,1,Non-Social,30.0,15.0
62,podcast,2,Non-Social,60.0,30.0
62,podcast,3,Non-Social,60.0,55.0
62,podcast,4,Non-Social,120.0,75.0
62,podcast,5,Non-Social,120.0,105.0
63,podcast,1,Non-Social,43.0,15.0
63,podcast,2,Non-Social,55.0,30.0
63,podcast,3,Non-Social,83.0,55.0
63,podcast,4,Non-Social,100.0,75.0
63,podcast,5,Non-Social,120.0,105.0
64,podcast,1,Non-Social,60.0,15.0
64,podcast,2,Non-Social,90.0,30.0
64,podcast,3,Non-Social,120.0,55.0
64,podcast,4,Non-Social,150.0,75.0
64,podcast,5,Non-Social,150.0,105.0
65,podcast,1,Non-Social,60.0,15.0
65,podcast,2,Non-Social,60.0,30.0
65,podcast,3,Non-Social,60.0,55.0
65,podcast,4,Non-Social,90.0,75.0
65,podcast,5,Non-Social,120.0,105.0
66,podcast,1,Non-Social,65.0,15.0
66,podcast,2,Non-Social,70.0,30.0
66,podcast,3,Non-Social,75.0,55.0
66,podcast,4,Non-Social,80.0,75.0
66,podcast,5,Non-Social,140.0,105.0
67,podcast,1,Non-Social,70.0,15.0
67,podcast,2,Non-Social,100.0,30.0
67,podcast,3,Non-Social,120.0,55.0
67,podcast,4,Non-Social,135.0,75.0
67,podcast,5,Non-Social,140.0,105.0
68,podcast,1,Non-Social,60.0,15.0
68,podcast,2,Non-Social,60.0,30.0
68,podcast,3,Non-Social,60.0,55.0
68,podcast,4,Non-Social,90.0,75.0
68,podcast,5,Non-Social,120.0,105.0
69,podcast,1,Non-Social,45.0,15.0
69,podcast,2,Non-Social,45.0,30.0
69,podcast,3,Non-Social,60.0,55.0
69,podcast,4,Non-Social,90.0,75.0
69,podcast,5,Non-Social,120.0,105.0
70,podcast,1,Non-Social,45.0,15.0
70,podcast,2,Non-Social,45.0,30.0
70,podcast,3,Non-Social,70.0,55.0
70,podcast,4,Non-Social,90.0,75.0
70,podcast,5,Non-Social,120.0,105.0
71,podcast,1,Non-Social,20.0,15.0
71,podcast,2,Non-Social,60.0,30.0
71,podcast,3,Non-Social,60.0,55.0
71,podcast,4,Non-Social,90.0,75.0
71,podcast,5,Non-Social,120.0,105.0
72,podcast,1,Non-Social,30.0,15.0
72,podcast,2,Non-Social,45.0,30.0
72,podcast,3,Non-Social,60.0,55.0
72,podcast,4,Non-Social,90.0,75.0
72,podcast,5,Non-Social,120.0,105.0
73,podcast,1,Non-Social,45.0,15.0
73,podcast,2,Non-Social,45.0,30.0
73,podcast,3,Non-Social,60.0,55.0
73,podcast,4,Non-Social,90.0,75.0
73,podcast,5,Non-Social,120.0,105.0
74,podcast,1,Non-Social,45.0,15.0
74,podcast,2,Non-Social,45.0,30.0
74,podcast,3,Non-Social,75.0,55.0
74,podcast,4,Non-Social,90.0,75.0
74,podcast,5,Non-Social,120.0,105.0
75,podcast,1,Non-Social,15.0,15.0
75,podcast,2,Non-Social,30.0,30.0
75,podcast,3,Non-Social,55.0,55.0
75,podcast,4,Non-Social,75.0,75.0
75,podcast,5,Non-Social,105.0,105.0
76,podcast,1,Non-Social,30.0,15.0
76,podcast,2,Non-Social,45.0,30.0
76,podcast,3,Non-Social,60.0,55.0
76,podcast,4,Non-Social,120.0,75.0
76,podcast,5,Non-Social,120.0,105.0
77,podcast,1,Non-Social,30.0,15.0
77,podcast,2,Non-Social,60.0,30.0
77,podcast,3,Non-Social,120.0,55.0
77,podcast,4,Non-Social,122.0,75.0
77,podcast,5,Non-Social,160.0,105.0
78,podcast,1,Non-Social,20.0,15.0
78,podcast,2,Non-Social,45.0,30.0
78,podcast,3,Non-Social,65.0,55.0
78,podcast,4,Non-Social,90.0,75.0
78,podcast,5,Non-Social,120.0,105.0
79,podcast,1,Non-Social,25.0,15.0
79,podcast,2,Non-Social,60.0,30.0
79,podcast,3,Non-Social,90.0,55.0
79,podcast,4,Non-Social,90.0,75.0
79,podcast,5,Non-Social,120.0,105.0
80,podcast,1,Non-Social,30.0,15.0
80,podcast,2,Non-Social,45.0,30.0
80,podcast,3,Non-Social,80.0,55.0
80,podcast,4,Non-Social,80.0,75.0
80,podcast,5,Non-Social,120.0,105.0
81,podcast,1,Non-Social,60.0,15.0
81,podcast,2,Non-Social,60.0,30.0
81,podcast,3,Non-Social,60.0,55.0
81,podcast,4,Non-Social,90.0,75.0
81,podcast,5,Non-Social,120.0,105.0
82,podcast,1,Non-Social,16.0,15.0
82,podcast,2,Non-Social,90.0,30.0
82,podcast,3,Non-Social,60.0,55.0
82,podcast,4,Non-Social,80.0,75.0
82,podcast,5,Non-Social,120.0,105.0
83,podcast,1,Non-Social,32.0,15.0
83,podcast,2,Non-Social,55.0,30.0
83,podcast,3,Non-Social,90.0,55.0
83,podcast,4,Non-Social,100.0,75.0
83,podcast,5,Non-Social,110.0,105.0
84,podcast,1,Non-Social,45.0,15.0
84,podcast,2,Non-Social,60.0,30.0
84,podcast,3,Non-Social,60.0,55.0
84,podcast,4,Non-Social,90.0,75.0
84,podcast,5,Non-Social,120.0,105.0
85,podcast,1,Non-Social,20.0,15.0
85,podcast,2,Non-Social,45.0,30.0
85,podcast,3,Non-Social,60.0,55.0
85,podcast,4,Non-Social,90.0,75.0
85,podcast,5,Non-Social,120.0,105.0
86,podcast,1,Non-Social,25.0,15.0
86,podcast,2,Non-Social,40.0,30.0
86,podcast,3,Non-Social,70.0,55.0
86,podcast,4,Non-Social,90.0,75.0
86,podcast,5,Non-Social,120.0,105.0
87,podcast,1,Non-Social,30.0,15.0
87,podcast,2,Non-Social,45.0,30.0
87,podcast,3,Non-Social,60.0,55.0
87,podcast,4,Non-Social,120.0,75.0
87,podcast,5,Non-Social,120.0,105.0
88,podcast,1,Non-Social,15.0,15.0
88,podcast,2,Non-Social,30.0,30.0
88,podcast,3,Non-Social,55.0,55.0
88,podcast,4,Non-Social,75.0,75.0
88,podcast,5,Non-Social,105.0,105.0
89,podcast,1,Non-Social,20.0,15.0
89,podcast,2,Non-Social,38.0,30.0
89,podcast,3,Non-Social,68.0,55.0
89,podcast,4,Non-Social,96.0,75.0
89,podcast,5,Non-Social,120.0,105.0
90,podcast,1,Non-Social,30.0,15.0
90,podcast,2,Non-Social,45.0,30.0
90,podcast,3,Non-Social,75.0,55.0
90,podcast,4,Non-Social,90.0,75.0
90,podcast,5,Non-Social,120.0,105.0
91,podcast,1,Non-Social,120.0,15.0
91,podcast,2,Non-Social,60.0,30.0
91,podcast,3,Non-Social,120.0,55.0
91,podcast,4,Non-Social,120.0,75.0
91,podcast,5,Non-Social,120.0,105.0
92,podcast,1,Non-Social,30.0,15.0
92,podcast,2,Non-Social,35.0,30.0
92,podcast,3,Non-Social,80.0,55.0
92,podcast,4,Non-Social,90.0,75.0
92,podcast,5,Non-Social,130.0,105.0
93,podcast,1,Non-Social,30.0,15.0
93,podcast,2,Non-Social,40.0,30.0
93,podcast,3,Non-Social,60.0,55.0
93,podcast,4,Non-Social,90.0,75.0
93,podcast,5,Non-Social,120.0,105.0
94,podcast,1,Non-Social,45.0,15.0
94,podcast,2,Non-Social,60.0,30.0
94,podcast,3,Non-Social,60.0,55.0
94,podcast,4,Non-Social,90.0,75.0
94,podcast,5,Non-Social,130.0,105.0
95,podcast,1,Non-Social,25.0,15.0
95,podcast,2,Non-Social,45.0,30.0
95,podcast,3,Non-Social,120.0,55.0
95,podcast,4,Non-Social,90.0,75.0
95,podcast,5,Non-Social,120.0,105.0
96,podcast,1,Non-Social,30.0,15.0
96,podcast,2,Non-Social,60.0,30.0
96,podcast,3,Non-Social,90.0,55.0
96,podcast,4,Non-Social,90.0,75.0
96,podcast,5,Non-Social,120.0,105.0
97,podcast,1,Non-Social,60.0,15.0
